CLOUD,Name,EntrezIDs,Symbols
CLOUD036,Proguanil,1719;1719;1557;1565;1544;1559;1571;1576,DHFR;DHFR;CYP2C19;CYP2D6;CYP1A2;CYP2C9;CYP2E1;CYP3A4
CLOUD037,Sertraline,6532;6531;10857;1576;1576;1565;1565;1557;1557;1559;1559;1555;1555;1544;1544;4129;4128;5243;213,SLC6A4;SLC6A3;PGRMC1;CYP3A4;CYP3A4;CYP2D6;CYP2D6;CYP2C19;CYP2C19;CYP2C9;CYP2C9;CYP2B6;CYP2B6;CYP1A2;CYP1A2;MAOB;MAOA;ABCB1;ALB
CLOUD038,Naltrexone,4985;4988;4986;10280;54658;1576,OPRD1;OPRM1;OPRK1;SIGMAR1;UGT1A1;CYP3A4
CLOUD039,Vecuronium,1135;6580;5243,CHRNA2;SLC22A1;ABCB1
CLOUD040,Minoxidil,3758;5742;5972,KCNJ1;PTGS1;REN
CLOUD041,Busulfan,1576;2939;2938;2944;2950;4258,CYP3A4;GSTA2;GSTA1;GSTM1;GSTP1;MGST2
CLOUD042,Trihexyphenidyl,1128;1129;1131;1132;1133,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5
CLOUD043,Levonorgestrel,5241;6715;2099;367;6462;1576;1588,PGR;SRD5A1;ESR1;AR;SHBG;CYP3A4;CYP19A1
CLOUD044,Imipramine,6530;6532;3356;3269;148;146;1128;1129;1131;1132;1133;3751;3752;3358;3358;147;3363;1812;1813;3757;6531;3350;3362;3756;5005;1565;1565;1557;1557;1544;1544;1576;1551;1555;1562;1571;5243;6580;6582;6581;6583;5004;213,SLC6A2;SLC6A4;HTR2A;HRH1;ADRA1A;ADRA1D;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;KCND2;KCND3;HTR2C;HTR2C;ADRA1B;HTR7;DRD1;DRD2;KCNH2;SLC6A3;HTR1A;HTR6;KCNH1;ORM2;CYP2D6;CYP2D6;CYP2C19;CYP2C19;CYP1A2;CYP1A2;CYP3A4;CYP3A7;CYP2B6;CYP2C18;CYP2E1;ABCB1;SLC22A1;SLC22A2;SLC22A3;SLC22A4;ORM1;ALB
CLOUD045,Flumazenil,2554;2566;2558;2554,GABRA1;GABRG2;GABRA5;GABRA1
CLOUD046,Chlorambucil,2950;6579,GSTP1;SLCO1A2
CLOUD047,Pentamidine,1787;1557;1543;1565;1577;1579;1544;1558;1576,TRDMT1;CYP2C19;CYP1A1;CYP2D6;CYP3A5;CYP4A11;CYP1A2;CYP2C8;CYP3A4
CLOUD048,Canrenone,,
CLOUD049,Dronedarone,148;147;146;150;151;152;153;3757;775;776;778;779;782;783;784;785;6323;3776;1576;1576;1565;1565;5243;213,ADRA1A;ADRA1B;ADRA1D;ADRA2A;ADRA2B;ADRA2C;ADRB1;KCNH2;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;SCN1A;KCNK2;CYP3A4;CYP3A4;CYP2D6;CYP2D6;ABCB1;ALB
CLOUD050,Methyclothiazide,6557;759;760;762,SLC12A1;CA1;CA2;CA4
CLOUD051,Testosterone,367;2099;4306;1577;1588;1583;4128;1551;1576;1576;1576;1543;1545;1553;1555;1555;1557;1558;1559;64816;6579;6579;9376;10864;6580;5243;6554;6581;6583;9429;213;6462,AR;ESR1;NR3C2;CYP3A5;CYP19A1;CYP11A1;MAOA;CYP3A7;CYP3A4;CYP3A4;CYP3A4;CYP1A1;CYP1B1;CYP2A13;CYP2B6;CYP2B6;CYP2C19;CYP2C8;CYP2C9;CYP3A43;SLCO1A2;SLCO1A2;SLC22A8;SLC22A7;SLC22A1;ABCB1;SLC10A1;SLC22A3;SLC22A4;ABCG2;ALB;SHBG
CLOUD052,Riluzole,6331;23657;1544;1543;9429,SCN5A;SLC7A11;CYP1A2;CYP1A1;ABCG2
CLOUD053,Doxorubicin,7153;9221;4720;4722;374291;1576;1576;1565;1565;1555;1545;873;874;10327;8644;1728;7498;4842;4843;4846;5447;5243;5243;5243;4363;4363;8714;368;368;9429;85413;89845;11194;8647;10928;1244;213,TOP2A;NOLC1;NDUFS2;NDUFS3;NDUFS7;CYP3A4;CYP3A4;CYP2D6;CYP2D6;CYP2B6;CYP1B1;CBR1;CBR3;AKR1A1;AKR1C3;NQO1;XDH;NOS1;NOS2;NOS3;POR;ABCB1;ABCB1;ABCB1;ABCC1;ABCC1;ABCC3;ABCC6;ABCC6;ABCG2;SLC22A16;ABCC10;ABCB8;ABCB11;RALBP1;ABCC2;ALB
CLOUD054,Triamterene,6340;6337;6338;6339;1544;1544,SCNN1G;SCNN1A;SCNN1B;SCNN1D;CYP1A2;CYP1A2
CLOUD055,Cevimeline,1131;1128;1565;1576;2326,CHRM3;CHRM1;CYP2D6;CYP3A4;FMO1
CLOUD056,Bumetanide,6557;6558;6560;57468;1080;5743;6554;6554;9356;9356;9376;55867;10864;6579,SLC12A1;SLC12A2;SLC12A4;SLC12A5;CFTR;PTGS2;SLC10A1;SLC10A1;SLC22A6;SLC22A6;SLC22A8;SLC22A11;SLC22A7;SLCO1A2
CLOUD057,Cytarabine,5423;978;1576;1633;4907;1635;6580;89845;2030,POLB;CDA;CYP3A4;DCK;NT5E;DCTD;SLC22A1;ABCC10;SLC29A1
CLOUD058,Loperamide,4988;4985;4986;773;5443;801;9970;1576;1558;1555;1565;5243,OPRM1;OPRD1;OPRK1;CACNA1A;POMC;CALM1;NR1I3;CYP3A4;CYP2C8;CYP2B6;CYP2D6;ABCB1
CLOUD059,Nisoldipine,775;781;783;776;779;1576;1576;1577;1551;1544;5243,CACNA1C;CACNA2D1;CACNB2;CACNA1D;CACNA1S;CYP3A4;CYP3A4;CYP3A5;CYP3A7;CYP1A2;ABCB1
CLOUD060,Sumatriptan,3352;3351;3355;3350;4128;6579;5243;9429;10599,HTR1D;HTR1B;HTR1F;HTR1A;MAOA;SLCO1A2;ABCB1;ABCG2;SLCO1B1
CLOUD061,Sitagliptin,1803;1576;1558;5243;9376,DPP4;CYP3A4;CYP2C8;ABCB1;SLC22A8
CLOUD062,Disulfiram,217;1621;1571;1559;1576;1577;1544,ALDH2;DBH;CYP2E1;CYP2C9;CYP3A4;CYP3A5;CYP1A2
CLOUD063,Mitoxantrone,7153;1571;1545;1576;5243;5243;5243;4363;4363;9429,TOP2A;CYP2E1;CYP1B1;CYP3A4;ABCB1;ABCB1;ABCB1;ABCC1;ABCC1;ABCG2
CLOUD064,Tamoxifen,2099;2099;2100;2100;10682;5578;367;3757;8856;2104;6462;1565;1565;1576;1576;1576;1577;1551;1559;1559;1557;1555;1555;1543;1544;1545;1545;2326;2328;1558;1066;1588;1548;1571;54575;6817;5243;5243;5243;9429;1244,ESR1;ESR1;ESR2;ESR2;EBP;PRKCA;AR;KCNH2;NR1I2;ESRRG;SHBG;CYP2D6;CYP2D6;CYP3A4;CYP3A4;CYP3A4;CYP3A5;CYP3A7;CYP2C9;CYP2C9;CYP2C19;CYP2B6;CYP2B6;CYP1A1;CYP1A2;CYP1B1;CYP1B1;FMO1;FMO3;CYP2C8;CES1;CYP19A1;CYP2A6;CYP2E1;UGT1A10;SULT1A1;ABCB1;ABCB1;ABCB1;ABCG2;ABCC2
CLOUD065,Saxagliptin,1803;1576;1577;4363;353189;9376,DPP4;CYP3A4;CYP3A5;ABCC1;SLCO4C1;SLC22A8
CLOUD066,Ezetimibe,6646;29881;290;1558;54658;54659;7366;7364;1576;5243;1244;10599;64240;8714;9429;64241,SOAT1;NPC1L1;ANPEP;CYP2C8;UGT1A1;UGT1A3;UGT2B15;UGT2B7;CYP3A4;ABCB1;ABCC2;SLCO1B1;ABCG5;ABCC3;ABCG2;ABCG8
CLOUD067,Cisapride,3360;3359;3356;3757;1551;1576;1576;1577;1544;1548;1555;1557;1558;1559;1565,HTR4;HTR3A;HTR2A;KCNH2;CYP3A7;CYP3A4;CYP3A4;CYP3A5;CYP1A2;CYP2A6;CYP2B6;CYP2C19;CYP2C8;CYP2C9;CYP2D6
CLOUD068,Risperidone,3356;1813;1814;1815;148;147;3352;3269;150;151;151;152;3358;3350;1812;3363;1565;1565;1576;1576;1577;1551,HTR2A;DRD2;DRD3;DRD4;ADRA1A;ADRA1B;HTR1D;HRH1;ADRA2A;ADRA2B;ADRA2B;ADRA2C;HTR2C;HTR1A;DRD1;HTR7;CYP2D6;CYP2D6;CYP3A4;CYP3A4;CYP3A5;CYP3A7
CLOUD069,Dihydroergotamine,3352;3351;150;3357;1576;1576;5243,HTR1D;HTR1B;ADRA2A;HTR2B;CYP3A4;CYP3A4;ABCB1
CLOUD070,Dutasteride,6716;6715;1576;1577,SRD5A2;SRD5A1;CYP3A4;CYP3A5
CLOUD071,Sunitinib,5159;2321;3815;3791;2324;2322;1436;5156;1577;1551;1576;10257;5243;1244;9429,PDGFRB;FLT1;KIT;KDR;FLT4;FLT3;CSF1R;PDGFRA;CYP3A5;CYP3A7;CYP3A4;ABCC4;ABCB1;ABCC2;ABCG2
CLOUD072,Spironolactone,4306;367;5241;2908;1585;6715;6462;786;8856;1558;1584;1584;1244;5243;6579,NR3C2;AR;PGR;NR3C1;CYP11B2;SRD5A1;SHBG;CACNG1;NR1I2;CYP2C8;CYP11B1;CYP11B1;ABCC2;ABCB1;SLCO1A2
CLOUD073,Sildenafil,8654;5148;5149;1576;1577;1551;1559;1559;1557;1557;1565;1565;1543;1571;1571;10257;10057;89845,PDE5A;PDE6G;PDE6H;CYP3A4;CYP3A5;CYP3A7;CYP2C9;CYP2C9;CYP2C19;CYP2C19;CYP2D6;CYP2D6;CYP1A1;CYP2E1;CYP2E1;ABCC4;ABCC5;ABCC10
CLOUD074,Trioxsalen,,
CLOUD075,Acarbose,8972;279;2548;6476,MGAM;AMY2A;GAA;SI
CLOUD076,Entacapone,1312;1312;54600;1544;1565,COMT;COMT;UGT1A9;CYP1A2;CYP2D6
CLOUD077,Digitoxin,476;1583;1576;6579;353189;5243;213,ATP1A1;CYP11A1;CYP3A4;SLCO1A2;SLCO4C1;ABCB1;ALB
CLOUD078,Zalcitabine,1633;1559;1565;1576;64816;1577;1551;9356;10864;2030;3177;213,DCK;CYP2C9;CYP2D6;CYP3A4;CYP3A43;CYP3A5;CYP3A7;SLC22A6;SLC22A7;SLC29A1;SLC29A2;ALB
CLOUD079,Milrinone,5139,PDE3A
CLOUD080,Acitretin,6256;5914;5915;5916;6257;6258;5947;1592;213,RXRA;RARA;RARB;RARG;RXRB;RXRG;RBP1;CYP26A1;ALB
CLOUD081,Azithromycin,23569;1548;1544;1576;1576;5243,PADI4;CYP2A6;CYP1A2;CYP3A4;CYP3A4;ABCB1
CLOUD082,Isoprenaline,153;154;155;5594;5295;5296;8503;6647;1543,ADRB1;ADRB2;ADRB3;MAPK1;PIK3R1;PIK3R2;PIK3R3;SOD1;CYP1A1
CLOUD083,Niclosamide,1559;1544,CYP2C9;CYP1A2
CLOUD084,Aripiprazole,3356;1813;1813;3350;3350;3351;3352;3354;3358;3359;3362;3363;1812;1812;1816;1816;1814;1814;1815;1815;3269;148;147;150;151;152;152;1128;1129;1131;1132;1133;1577;1551;1565;1565;1565;1576,HTR2A;DRD2;DRD2;HTR1A;HTR1A;HTR1B;HTR1D;HTR1E;HTR2C;HTR3A;HTR6;HTR7;DRD1;DRD1;DRD5;DRD5;DRD3;DRD3;DRD4;DRD4;HRH1;ADRA1A;ADRA1B;ADRA2A;ADRA2B;ADRA2C;ADRA2C;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;CYP3A5;CYP3A7;CYP2D6;CYP2D6;CYP2D6;CYP3A4
CLOUD085,Anastrozole,1588;1588;1544;1559;1576,CYP19A1;CYP19A1;CYP1A2;CYP2C9;CYP3A4
CLOUD086,Rifabutin,3320;7184;1576;1576;1544,HSP90AA1;HSP90B1;CYP3A4;CYP3A4;CYP1A2
CLOUD087,Mebendazole,7846;10383;1576;1543,TUBA1A;TUBB4B;CYP3A4;CYP1A1
CLOUD088,Ethinyl Estradiol,2099;8856;6462;1576;1558;54658;54658;8647;8647;6554;1244;5243,ESR1;NR1I2;SHBG;CYP3A4;CYP2C8;UGT1A1;UGT1A1;ABCB11;ABCB11;SLC10A1;ABCC2;ABCB1
CLOUD089,Methotrexate,1719;1719;316;4524;5226;2356;7298;471;8836;8714;8714;10257;10257;4363;4363;9356;9356;89845;9376;9376;1244;1244;5243;6579;6566;85320;28234;55867;53919;28232;9429;10864;113235;113235;10599;353189;6573;2348;213,DHFR;DHFR;AOX1;MTHFR;PGD;FPGS;TYMS;ATIC;GGH;ABCC3;ABCC3;ABCC4;ABCC4;ABCC1;ABCC1;SLC22A6;SLC22A6;ABCC10;SLC22A8;SLC22A8;ABCC2;ABCC2;ABCB1;SLCO1A2;SLC16A1;ABCC11;SLCO1B3;SLC22A11;SLCO1C1;SLCO3A1;ABCG2;SLC22A7;SLC46A1;SLC46A1;SLCO1B1;SLCO4C1;SLC19A1;FOLR1;ALB
CLOUD090,Eptifibatide,3690,ITGB3
CLOUD091,Tacrine,43;590;1066;1544;5243,ACHE;BCHE;CES1;CYP1A2;ABCB1
CLOUD092,Zafirlukast,10800;1559;1559;1558;1558;5742;1576;1576;1544;1557;1571;9429,CYSLTR1;CYP2C9;CYP2C9;CYP2C8;CYP2C8;PTGS1;CYP3A4;CYP3A4;CYP1A2;CYP2C19;CYP2E1;ABCG2
CLOUD093,Olmesartan Medoxomil,185;1244;1244;28234;10599,AGTR1;ABCC2;ABCC2;SLCO1B3;SLCO1B1
CLOUD094,Diethylcarbamazine,240;5742;590,ALOX5;PTGS1;BCHE
CLOUD095,Enalaprilat,1636;623,ACE;BDKRB1
CLOUD096,Tetrabenazine,6571;1813;1565;873,SLC18A2;DRD2;CYP2D6;CBR1
CLOUD097,Levamisole,1136,CHRNA3
CLOUD098,Mecamylamine,1135;1139;1137;1141,CHRNA2;CHRNA7;CHRNA4;CHRNB2
CLOUD099,Procarbazine,4128;7498;1545,MAOA;XDH;CYP1B1
CLOUD100,Tolvaptan,554;552;1576;5243;5243,AVPR2;AVPR1A;CYP3A4;ABCB1;ABCB1
CLOUD101,Afimoxifene,2100;2104;2099;7031;2101;8856;6462,ESR2;ESRRG;ESR1;TFF1;ESRRA;NR1I2;SHBG
CLOUD102,Mercaptopurine,3251;5471;3614;7172;7498;316;9376;9376;10257;10057;9153;64078;2030;3177,HPRT1;PPAT;IMPDH1;TPMT;XDH;AOX1;SLC22A8;SLC22A8;ABCC4;ABCC5;SLC28A2;SLC28A3;SLC29A1;SLC29A2
CLOUD103,Dihydroartemisinin,1576;1576;1577;1555;1555;1559;1557;1557;1565;1565,CYP3A4;CYP3A4;CYP3A5;CYP2B6;CYP2B6;CYP2C9;CYP2C19;CYP2C19;CYP2D6;CYP2D6
CLOUD104,Cerivastatin,3156;1576;1576;1576;1577;1551;1558;1558;1565;1557;1559;1559;1555;54658;5243;1244;9429;10599,HMGCR;CYP3A4;CYP3A4;CYP3A4;CYP3A5;CYP3A7;CYP2C8;CYP2C8;CYP2D6;CYP2C19;CYP2C9;CYP2C9;CYP2B6;UGT1A1;ABCB1;ABCC2;ABCG2;SLCO1B1
CLOUD105,Hydralazine,8639;5033;1576,AOC3;P4HA1;CYP3A4
CLOUD106,Prednisolone,2908;1576;1576;1548;6579;5243;866,NR3C1;CYP3A4;CYP3A4;CYP2A6;SLCO1A2;ABCB1;SERPINA6
CLOUD107,Ramelteon,4543;4544;1544;1557;1576,MTNR1A;MTNR1B;CYP1A2;CYP2C19;CYP3A4
CLOUD108,Tiagabine,6529;1576;54658,SLC6A1;CYP3A4;UGT1A1
CLOUD109,Amoxapine,6530;6532;1813;1812;150;148;1128;2554;3356;3358;3362;3363;1814;1815;3269;148;1128;3357;3359;3350;3351;150;59340;2554;6531;1565;5004,SLC6A2;SLC6A4;DRD2;DRD1;ADRA2A;ADRA1A;CHRM1;GABRA1;HTR2A;HTR2C;HTR6;HTR7;DRD3;DRD4;HRH1;ADRA1A;CHRM1;HTR2B;HTR3A;HTR1A;HTR1B;ADRA2A;HRH4;GABRA1;SLC6A3;CYP2D6;ORM1
CLOUD110,Terazosin,148;147;146;3757;81033;90134;5243,ADRA1A;ADRA1B;ADRA1D;KCNH2;KCNH6;KCNH7;ABCB1
CLOUD111,Artemether,1576;1576;1577;1555;1555;1559;1557;1557;1565;1565,CYP3A4;CYP3A4;CYP3A5;CYP2B6;CYP2B6;CYP2C9;CYP2C19;CYP2C19;CYP2D6;CYP2D6
CLOUD112,Vorinostat,3065;3066;8841;10013;55869,HDAC1;HDAC2;HDAC3;HDAC6;HDAC8
CLOUD113,Itraconazole,1595;1577;1551;1576;1576;1565;1555;1543;1571;5243,CYP51A1;CYP3A5;CYP3A7;CYP3A4;CYP3A4;CYP2D6;CYP2B6;CYP1A1;CYP2E1;ABCB1
CLOUD114,Imatinib,3815;3815;5979;4914;1436;5156;780;25;5159;1576;1576;1577;1577;1551;1551;1544;1559;1559;1565;1565;1557;5742;6580;6580;5243;5243;6582;9429;9429;21;213;5004,KIT;KIT;RET;NTRK1;CSF1R;PDGFRA;DDR1;ABL1;PDGFRB;CYP3A4;CYP3A4;CYP3A5;CYP3A5;CYP3A7;CYP3A7;CYP1A2;CYP2C9;CYP2C9;CYP2D6;CYP2D6;CYP2C19;PTGS1;SLC22A1;SLC22A1;ABCB1;ABCB1;SLC22A2;ABCG2;ABCG2;ABCA3;ALB;ORM1
CLOUD115,Azacitidine,1786;978,DNMT1;CDA
CLOUD116,Galantamine,43;1134;1140;1144;1146;1145;1135;1136;1137;1138;8973;1139;55584;57053;1141;1142;1143;590;1576;1565,ACHE;CHRNA1;CHRNB1;CHRND;CHRNG;CHRNE;CHRNA2;CHRNA3;CHRNA4;CHRNA5;CHRNA6;CHRNA7;CHRNA9;CHRNA10;CHRNB2;CHRNB3;CHRNB4;BCHE;CYP3A4;CYP2D6
CLOUD117,Irinotecan,7150;116447;1576;1576;1577;1555;1551;54658;54600;1066;8824;590;6581;10599;4363;9429;5243;1244;213,TOP1;TOP1MT;CYP3A4;CYP3A4;CYP3A5;CYP2B6;CYP3A7;UGT1A1;UGT1A9;CES1;CES2;BCHE;SLC22A3;SLCO1B1;ABCC1;ABCG2;ABCB1;ABCC2;ALB
CLOUD118,Nizatidine,3274;590;5243,HRH2;BCHE;ABCB1
CLOUD119,Tacrolimus,2280;1551;1577;1576;1576;5243;5243;5243;23461;213;5004,FKBP1A;CYP3A7;CYP3A5;CYP3A4;CYP3A4;ABCB1;ABCB1;ABCB1;ABCA5;ALB;ORM1
CLOUD120,Tizoxanide,6573,SLC19A1
CLOUD121,Thalidomide,51185;7124;4790;2263;5743;5004;1557;1557;1543;1571;1559;5742;5743;1577;1544,CRBN;TNF;NFKB1;FGFR2;PTGS2;ORM1;CYP2C19;CYP2C19;CYP1A1;CYP2E1;CYP2C9;PTGS1;PTGS2;CYP3A5;CYP1A2
CLOUD122,Dipyridamole,10846;100;8654;5141;1827;5004;10257;10057;5243;5243,PDE10A;ADA;PDE5A;PDE4A;RCAN1;ORM1;ABCC4;ABCC5;ABCB1;ABCB1
CLOUD123,Lubiprostone,1181;873,CLCN2;CBR1
CLOUD124,Atenolol,153;154;5243,ADRB1;ADRB2;ABCB1
CLOUD125,Tolazoline,148;150;3269;3274;152;151,ADRA1A;ADRA2A;HRH1;HRH2;ADRA2C;ADRA2B
CLOUD126,Methylergometrine,1812;3357;1576;1576,DRD1;HTR2B;CYP3A4;CYP3A4
CLOUD127,Minoxidil Sulfate,3758;5742;5972,KCNJ1;PTGS1;REN
CLOUD128,Cycloguanil,1719;1719;1557;1565;1544;1559;1571;1576,DHFR;DHFR;CYP2C19;CYP2D6;CYP1A2;CYP2C9;CYP2E1;CYP3A4
CLOUD129,Mefloquine,3039;135;1576;1576;590;1588;1565;43;5243,HBA1;ADORA2A;CYP3A4;CYP3A4;BCHE;CYP19A1;CYP2D6;ACHE;ABCB1
CLOUD130,Lumefantrine,1576;1576;1565,CYP3A4;CYP3A4;CYP2D6
CLOUD131,Trimethobenzamide,,
CLOUD132,Dantrolene,6261;1576,RYR1;CYP3A4
CLOUD133,Epinephrine,148;147;153;154;150;151;146;5053;152;155;7124;6647;1544;1559;1576;6582;6582;6580;6580;6584,ADRA1A;ADRA1B;ADRB1;ADRB2;ADRA2A;ADRA2B;ADRA1D;PAH;ADRA2C;ADRB3;TNF;SOD1;CYP1A2;CYP2C9;CYP3A4;SLC22A2;SLC22A2;SLC22A1;SLC22A1;SLC22A5
CLOUD134,Trazodone,3356;3358;6532;3350;3269;148;150;1576;1577;1551;1565;5243;5004,HTR2A;HTR2C;SLC6A4;HTR1A;HRH1;ADRA1A;ADRA2A;CYP3A4;CYP3A5;CYP3A7;CYP2D6;ABCB1;ORM1
CLOUD135,Furazolidone,4129;4128,MAOB;MAOA
CLOUD136,Hydroxyflutamide,367;196;8856;1576;1544;1544;1543;1545;1545;1557;1577,AR;AHR;NR1I2;CYP3A4;CYP1A2;CYP1A2;CYP1A1;CYP1B1;CYP1B1;CYP2C19;CYP3A5
CLOUD137,Cisatracurium,1135,CHRNA2
CLOUD138,Pentostatin,100,ADA
