CLOUD,Name,EntrezIDs,Symbols
CLOUD017,Amiloride,60482;6337;1544;135;5328;7157;6553;9311,SLC5A7;SCNN1A;CYP1A2;ADORA2A;PLAU;TP53;SLC9A5;ASIC3
CLOUD018,Hydroxychloroquine,1129;146;51284;54106,CHRM2;ADRA1D;TLR7;TLR9
CLOUD019,Clopidogrel,6532;1576;1577;1544;1555;1557;1559;1565,SLC6A4;CYP3A4;CYP3A5;CYP1A2;CYP2B6;CYP2C19;CYP2C9;CYP2D6
CLOUD020,Tranylcypromine,4128;4129;1548;23186;1555;23028;1557;3358,MAOA;MAOB;CYP2A6;RCOR1;CYP2B6;KDM1A;CYP2C19;HTR2C
CLOUD021,Oseltamivir,10825,NEU3
CLOUD022,Oxyphenonium,,
CLOUD023,Dopamine,768;6530;6531;1814;146;147;148;1813;1812;1815;1816;150;4780;2737;55775;2237;771;4543;4544;23632;54737;761;766;763;11238;3091;7157;759;760;762;765;390245,CA9;SLC6A2;SLC6A3;DRD3;ADRA1D;ADRA1B;ADRA1A;DRD2;DRD1;DRD4;DRD5;ADRA2A;NFE2L2;GLI3;TDP1;FEN1;CA12;MTNR1A;MTNR1B;CA14;MPHOSPH8;CA3;CA7;CA5A;CA5B;HIF1A;TP53;CA1;CA2;CA4;CA6;KDM4E
CLOUD024,Bortezomib,5707;7979;9861;5970;4791;5644;5645;5646;5684;3091;9970;5914;143471;11047;79915;4780;3458;4790;5683;5682;2099;1588;5685;5686;823;5688;5689;5690;5691;5692;5693;5694;1215;5696;5698;5699;5700;5701;5702;1991;5704;5705;5706;5687;5708;5709;5710;5327;5713;122706;5717;5718;5719;5476;5467;5340;2100;55775;1504;2147;1508;10213;1511;1514;5714;367;2161;2034;3315;7157;759;760;5695;2101,PSMD1;SEM1;PSMD6;RELA;NFKB2;PRSS1;PRSS2;PRSS3;PSMA3;HIF1A;NR1I3;RARA;PSMA8;ADRM1;ATAD5;NFE2L2;IFNG;NFKB1;PSMA2;PSMA1;ESR1;CYP19A1;PSMA4;PSMA5;CAPN1;PSMA7;PSMB1;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;CMA1;PSMB8;PSMB9;PSMB10;PSMC1;PSMC2;PSMC3;ELANE;PSMC4;PSMC5;PSMC6;PSMA6;PSMD2;PSMD3;PSMD4;PLAT;PSMD7;PSMB11;PSMD11;PSMD12;PSMD13;CTSA;PPARD;PLG;ESR2;TDP1;CTRB1;F2;CTSB;PSMD14;CTSG;CTSL;PSMD8;AR;F12;EPAS1;HSPB1;TP53;CA1;CA2;PSMB7;ESRRA
CLOUD025,Trifluoperazine,5893;1544;5243;1812;1557;7066;3356;1565;801;6311;1576;84650;3757;6323;6326;65975;6328;2740;10682;10951;5594;207;55775;5732;7398;5999;10280;7157;4088;57599,RAD52;CYP1A2;ABCB1;DRD1;CYP2C19;THPO;HTR2A;CYP2D6;CALM1;ATXN2;CYP3A4;EBPL;KCNH2;SCN1A;SCN2A;STK33;SCN3A;GLP1R;EBP;CBX1;MAPK1;AKT1;TDP1;PTGER2;USP1;RGS4;SIGMAR1;TP53;SMAD3;WDR48
CLOUD026,Maraviroc,4988;1234;55244;3757,OPRM1;CCR5;SLC47A1;KCNH2
CLOUD027,Ulipristal,,
CLOUD028,Olmesartan,10599;1812,SLCO1B1;DRD1
CLOUD029,Diphenidol,1814;1128;1129;1131;1132;1133;10280;6323;1813;6326;6328;3356;1565,DRD3;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;SIGMAR1;SCN1A;DRD2;SCN2A;SCN3A;HTR2A;CYP2D6
CLOUD030,Pargyline,4128;4129,MAOA;MAOB
CLOUD031,Fluorouracil,7298;3717;3458;5914;79915;2099;2101;22861;5725;55775;3043;367;6256;9970;7157,TYMS;JAK2;IFNG;RARA;ATAD5;ESR1;ESRRA;NLRP1;PTBP1;TDP1;HBB;AR;RXRA;NR1I3;TP53
CLOUD032,Memantine,116443;6582;2737;5914;6580;2902;2903;2904;2905;2906;116444,GRIN3A;SLC22A2;GLI3;RARA;SLC22A1;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;GRIN3B
CLOUD033,Fluvoxamine,,
CLOUD034,3-Amino-2-Oxazolidinone,,
CLOUD035,Ibutilide,3757,KCNH2
CLOUD036,Proguanil,1544,CYP1A2
CLOUD037,Sertraline,6530;6531;6532;1544;3725;2831;1812;1557;150;151;152;3356;1565;3358;2847;60482;1573;7334;6311;1576;3757;3357;1072;65975;317;4161;134864;983;3417;4193;4194;1128;1129;1132;1133;10280;7157;5243,SLC6A2;SLC6A3;SLC6A4;CYP1A2;JUN;NPBWR1;DRD1;CYP2C19;ADRA2A;ADRA2B;ADRA2C;HTR2A;CYP2D6;HTR2C;MCHR1;SLC5A7;CYP2J2;UBE2N;ATXN2;CYP3A4;KCNH2;HTR2B;CFL1;STK33;APAF1;MC5R;TAAR1;CDK1;IDH1;MDM2;MDM4;CHRM1;CHRM2;CHRM4;CHRM5;SIGMAR1;TP53;ABCB1
CLOUD038,Naltrexone,1139;4985;4986;4988,CHRNA7;OPRD1;OPRK1;OPRM1
CLOUD039,Vecuronium,,
CLOUD040,Minoxidil,1544;10058;1565;1576;1557;1559;5725,CYP1A2;ABCB6;CYP2D6;CYP3A4;CYP2C19;CYP2C9;PTBP1
CLOUD041,Busulfan,1544;6256;1576;2099;1557;1559;1565;2101,CYP1A2;RXRA;CYP3A4;ESR1;CYP2C19;CYP2C9;CYP2D6;ESRRA
CLOUD042,Trihexyphenidyl,1128;1129;1131;1132;1133;10280,CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;SIGMAR1
CLOUD043,Levonorgestrel,3458;3779;367;2737;2099;2101;5914;2908,IFNG;KCNMB1;AR;GLI3;ESR1;ESRRA;RARA;NR3C1
CLOUD044,Imipramine,11280;1557;1559;1565;2737;1576;1544;1129;140;3757;6323;6326;6328;6329;6331;6332;6334;6335;6336;3269;775;776;778;779;1812;1813;3356;3358;3725;6530;6531;6532;6580;6581;6582;55244;55775;5621,SCN11A;CYP2C19;CYP2C9;CYP2D6;GLI3;CYP3A4;CYP1A2;CHRM2;ADORA3;KCNH2;SCN1A;SCN2A;SCN3A;SCN4A;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;HRH1;CACNA1C;CACNA1D;CACNA1F;CACNA1S;DRD1;DRD2;HTR2A;HTR2C;JUN;SLC6A2;SLC6A3;SLC6A4;SLC22A1;SLC22A3;SLC22A2;SLC47A1;TDP1;PRNP
CLOUD045,Flumazenil,2560;2564;2565;2566;2567;1544;2562;2563;1557;4780;2568;2559;55879;2554;3553;2556;9451;2557;2561;2558;2555,GABRB1;GABRE;GABRG1;GABRG2;GABRG3;CYP1A2;GABRB3;GABRD;CYP2C19;NFE2L2;GABRP;GABRA6;GABRQ;GABRA1;IL1B;GABRA3;EIF2AK3;GABRA4;GABRB2;GABRA5;GABRA2
CLOUD046,Chlorambucil,29994;79915;4780;2671;6097;9970;7157;4790;65975;2101;55775,BAZ2B;ATAD5;NFE2L2;GFER;RORC;NR1I3;TP53;NFKB1;STK33;ESRRA;TDP1
CLOUD047,Pentamidine,6530;6531;1814;6285;150;26;3356;3358;6303;3757;6580;6581;6582;55244;2902;2903;1129;1132;1133;6768;146802,SLC6A2;SLC6A3;DRD3;S100B;ADRA2A;AOC1;HTR2A;HTR2C;SAT1;KCNH2;SLC22A1;SLC22A3;SLC22A2;SLC47A1;GRIN1;GRIN2A;CHRM2;CHRM4;CHRM5;ST14;SLC47A2
CLOUD048,Canrenone,7334;4780;54414;367;2737;1812;2101;1588;5914;2908;55775,UBE2N;NFE2L2;SIAE;AR;GLI3;DRD1;ESRRA;CYP19A1;RARA;NR3C1;TDP1
CLOUD049,Dronedarone,2099;3757;3458;367;2737;3315;1588;2101;5914;55775;7253,ESR1;KCNH2;IFNG;AR;GLI3;HSPB1;CYP19A1;ESRRA;RARA;TDP1;TSHR
CLOUD050,Methyclothiazide,4780,NFE2L2
CLOUD051,Testosterone,775;1544;151306;1557;5914;1565;1576;4780;2737;2099;1588;2101;2100;6462;6097;1109;2908;55775;866;367;6256;10280,CACNA1C;CYP1A2;GPBAR1;CYP2C19;RARA;CYP2D6;CYP3A4;NFE2L2;GLI3;ESR1;CYP19A1;ESRRA;ESR2;SHBG;RORC;AKR1C4;NR3C1;TDP1;SERPINA6;AR;RXRA;SIGMAR1
CLOUD052,Riluzole,4864;6530;9734;1544;23435;3458;3350;9367;5914;1576;79915;2099;2101;6326;196;2908;367;9970;7157,NPC1;SLC6A2;HDAC9;CYP1A2;TARDBP;IFNG;HTR1A;RAB9A;RARA;CYP3A4;ATAD5;ESR1;ESRRA;SCN2A;AHR;NR3C1;AR;NR1I3;TP53
CLOUD053,Doxorubicin,3458;6790;1544;8714;3091;1557;1559;55704;1565;55847;8493;1717;65975;10682;28234;596;9429;598;4313;51426;1128;7150;7153;2034;7157;5243,IFNG;AURKA;CYP1A2;ABCC3;HIF1A;CYP2C19;CYP2C9;CCDC88A;CYP2D6;CISD1;PPM1D;DHCR7;STK33;EBP;SLCO1B3;BCL2;ABCG2;BCL2L1;MMP2;POLK;CHRM1;TOP1;TOP2A;EPAS1;TP53;ABCB1
CLOUD054,Triamterene,3717;9734;1544;22926;5650;3091;5914;7068;3205;5467;79915;4780;2737;2099;2101;9971;196;3417;8795;5468;861;55775;865;367;6256;3315;2548;7157,JAK2;HDAC9;CYP1A2;ATF6;KLK7;HIF1A;RARA;THRB;HOXA9;PPARD;ATAD5;NFE2L2;GLI3;ESR1;ESRRA;NR1H4;AHR;IDH1;TNFRSF10B;PPARG;RUNX1;TDP1;CBFB;AR;RXRA;HSPB1;GAA;TP53
CLOUD055,Cevimeline,,
CLOUD056,Bumetanide,768;23632;763;11238;2859;4780;5871;765;1080;771;759;760;8314;5243;57468;762;766,CA9;CA14;CA5A;CA5B;GPR35;NFE2L2;MAP4K2;CA6;CFTR;CA12;CA1;CA2;BAP1;ABCB1;SLC12A5;CA4;CA7
CLOUD057,Cytarabine,672;4193;4194;580;3717;1544;8202;367;1576;9970;7157;55775;1559;1565;1557,BRCA1;MDM2;MDM4;BARD1;JAK2;CYP1A2;NCOA3;AR;CYP3A4;NR1I3;TP53;TDP1;CYP2C9;CYP2D6;CYP2C19
CLOUD058,Loperamide,6532;1814;5142;154;1565;1576;2475;3757;3357;6323;6580;2101;6326;65975;6328;1588;3274;7253;55775;7010;367;10280;9970;7157;4985;4986;5243;4988,SLC6A4;DRD3;PDE4B;ADRB2;CYP2D6;CYP3A4;MTOR;KCNH2;HTR2B;SCN1A;SLC22A1;ESRRA;SCN2A;STK33;SCN3A;CYP19A1;HRH2;TSHR;TDP1;TEK;AR;SIGMAR1;NR1I3;TP53;OPRD1;OPRK1;ABCB1;OPRM1
CLOUD059,Nisoldipine,10242;775;776;778;779;140;3725;3091;1557;1559;8856;5914;51099;3778;1565;1544;2737;1576;135;4780;3757;389816;259249;6323;1588;2101;6326;440503;1080;2100;2099;23435;196;10951;3784;3276;4300;6328;3553;3779;3417;2908;55775;4193;4194;5347;3172;27345;51053;367;9970;3315;7157;4088;5243;7421,KCNMB2;CACNA1C;CACNA1D;CACNA1F;CACNA1S;ADORA3;JUN;HIF1A;CYP2C19;CYP2C9;NR1I2;RARA;ABHD5;KCNMA1;CYP2D6;CYP1A2;GLI3;CYP3A4;ADORA2A;NFE2L2;KCNH2;LRRC26;MRGPRX1;SCN1A;CYP19A1;ESRRA;SCN2A;PLIN5;CFTR;ESR2;ESR1;TARDBP;AHR;CBX1;KCNQ1;PRMT1;MLLT3;SCN3A;IL1B;KCNMB1;IDH1;NR3C1;TDP1;MDM2;MDM4;PLK1;HNF4A;KCNMB4;GMNN;AR;NR1I3;HSPB1;TP53;SMAD3;ABCB1;VDR
CLOUD060,Sumatriptan,3363;3350;3351;3352;3354;3356;3358;3359;3361;3362;3355;55244;361,HTR7;HTR1A;HTR1B;HTR1D;HTR1E;HTR2A;HTR2C;HTR3A;HTR5A;HTR6;HTR1F;SLC47A1;AQP4
CLOUD061,Sitagliptin,1803;91039;54878;2191,DPP4;DPP9;DPP8;FAP
CLOUD062,Disulfiram,1544;1557;1559;5467;1576;79915;2099;1588;2101;1080;5693;11343;389816;5305;5732;1128;2671;5243;140;3725;729230;150;151;8856;154;367;162466;4780;3357;3248;2737;4790;440503;2744;185;187;3779;196;10951;3276;134864;1233;1234;1235;216;5346;5347;9970;3315;3320;7421;10002;1812;1813;1814;1815;5914;8989;3362;55775;22861;2395;5468;861;351;865;874;51053;5999;4986;4988;6531;10392;7066;51099;10663;2475;65975;6595;54737;3553;7157;3579,CYP1A2;CYP2C19;CYP2C9;PPARD;CYP3A4;ATAD5;ESR1;CYP19A1;ESRRA;CFTR;PSMB5;MGLL;LRRC26;PIP4K2A;PTGER2;CHRM1;GFER;ABCB1;ADORA3;JUN;CCR2;ADRA2A;ADRA2B;NR1I2;ADRB2;AR;PHOSPHO1;NFE2L2;HTR2B;HPGD;GLI3;NFKB1;PLIN5;GLS;AGTR1;APLNR;KCNMB1;AHR;CBX1;PRMT1;TAAR1;CCR4;CCR5;CCR6;ALDH1A1;PLIN1;PLK1;NR1I3;HSPB1;HSP90AA1;VDR;NR2E3;DRD1;DRD2;DRD3;DRD4;RARA;TRPA1;HTR6;TDP1;NLRP1;FXN;PPARG;RUNX1;APP;CBFB;CBR3;GMNN;RGS4;OPRK1;OPRM1;SLC6A3;NOD1;THPO;ABHD5;CXCR6;MTOR;STK33;SMARCA2;MPHOSPH8;IL1B;TP53;CXCR2
CLOUD063,Mitoxantrone,641;6530;10987;5893;51752;1544;5292;778;4363;776;3757;10460;4088;410;7525;7066;3358;11168;50487;1576;4137;79915;5932;7341;779;29128;7486;6580;5429;4790;65975;2744;1460;4154;55775;2237;4286;11201;10951;8648;55244;28234;695;4300;146802;405;54737;9429;4313;5594;8795;123228;6495;3553;51426;1459;8932;10213;29127;1128;1129;3458;6311;1132;5999;775;7153;2034;7155;7157;3064;1457;7468,BLM;SLC6A2;COPS5;RAD52;ERAP1;CYP1A2;PIM1;CACNA1F;ABCC1;CACNA1D;KCNH2;TACC3;SMAD3;ARSA;YES1;THPO;HTR2C;PSIP1;PLA2G3;CYP3A4;MAPT;ATAD5;RBBP8;SUMO1;CACNA1S;UHRF1;WRN;SLC22A1;POLH;NFKB1;STK33;GLS;CSNK2B;MBNL1;TDP1;FEN1;MITF;POLI;CBX1;NCOA1;SLC47A1;SLCO1B3;BTK;MLLT3;SLC47A2;ARNT;MPHOSPH8;ABCG2;MMP2;MAPK1;TNFRSF10B;SENP8;SIX1;IL1B;POLK;CSNK2A2;MBD2;PSMD14;RACGAP1;CHRM1;CHRM2;IFNG;ATXN2;CHRM4;RGS4;CACNA1C;TOP2A;EPAS1;TOP2B;TP53;HTT;CSNK2A1;NSD2
CLOUD064,Tamoxifen,1544;1555;1558;1559;1565;10280;2099;2100;2101;4160;4161;7253;1128;1129;1131;1132;1133;624;5241;5243;134;135;140;3725;146;150;151;153;155;7334;6311;84650;3757;2737;1717;1718;10951;3784;3274;4300;6865;6869;5337;5338;1576;3458;1812;1813;1814;1815;5914;3356;3357;3358;3362;29994;1588;3417;5467;51053;367;4985;4986;4159;4988;6530;6531;6532;65975;10682;8647;80854;7157,CYP1A2;CYP2B6;CYP2C8;CYP2C9;CYP2D6;SIGMAR1;ESR1;ESR2;ESRRA;MC4R;MC5R;TSHR;CHRM1;CHRM2;CHRM3;CHRM4;CHRM5;BDKRB2;PGR;ABCB1;ADORA1;ADORA2A;ADORA3;JUN;ADRA1D;ADRA2A;ADRA2B;ADRB1;ADRB3;UBE2N;ATXN2;EBPL;KCNH2;GLI3;DHCR7;DHCR24;CBX1;KCNQ1;HRH2;MLLT3;TACR2;TACR1;PLD1;PLD2;CYP3A4;IFNG;DRD1;DRD2;DRD3;DRD4;RARA;HTR2A;HTR2B;HTR2C;HTR6;BAZ2B;CYP19A1;IDH1;PPARD;GMNN;AR;OPRD1;OPRK1;MC3R;OPRM1;SLC6A2;SLC6A3;SLC6A4;STK33;EBP;ABCB11;SETD7;TP53
CLOUD065,Saxagliptin,1803;54878;91039,DPP4;DPP8;DPP9
CLOUD066,Ezetimibe,10242;3779;8912;27345;2100;2101;387129;367;5468,KCNMB2;KCNMB1;CACNA1H;KCNMB4;ESR2;ESRRA;NPSR1;AR;PPARG
CLOUD067,Cisapride,,
CLOUD068,Risperidone,1131;6532;150;775;778;1815;1816;1133;3352;146;147;148;1813;3350;151;152;3354;3356;1565;3358;3361;3362;3363;3351;10280;3355;3757;3357;2099;2741;6582;3005;2101;3778;779;3269;3274;55244;1814;1128;1129;1132;776;1812;5243,CHRM3;SLC6A4;ADRA2A;CACNA1C;CACNA1F;DRD4;DRD5;CHRM5;HTR1D;ADRA1D;ADRA1B;ADRA1A;DRD2;HTR1A;ADRA2B;ADRA2C;HTR1E;HTR2A;CYP2D6;HTR2C;HTR5A;HTR6;HTR7;HTR1B;SIGMAR1;HTR1F;KCNH2;HTR2B;ESR1;GLRA1;SLC22A2;H1F0;ESRRA;KCNMA1;CACNA1S;HRH1;HRH2;SLC47A1;DRD3;CHRM1;CHRM2;CHRM4;CACNA1D;DRD1;ABCB1
CLOUD069,Dihydroergotamine,1814;3351;146;147;148;1813;150;151;152;3354;3355;3356;3357;3358;3362;3363;1576;2101;6582;55244;7253;367;146802;1812,DRD3;HTR1B;ADRA1D;ADRA1B;ADRA1A;DRD2;ADRA2A;ADRA2B;ADRA2C;HTR1E;HTR1F;HTR2A;HTR2B;HTR2C;HTR6;HTR7;CYP3A4;ESRRA;SLC22A2;SLC47A1;TSHR;AR;SLC47A2;DRD1
CLOUD070,Dutasteride,2741;2908;3757;367,GLRA1;NR3C1;KCNH2;AR
CLOUD071,Sunitinib,8780;2050;23043;5127;5128;5129;100130827;10769;2051;9748;27347;27330;25;27;4638;8737;285220;22983;5159;8711;4140;558;9263;4145;5170;6195;57396;51765;6198;6714;3643;120892;3645;140469;11329;779;3654;695;6732;1613;150094;5606;8788;2868;1111;30811;56924;5218;57787;140901;7272;9833;7786;83942;5747;3702;4215;4216;2580;1147;23678;640;7297;57118;23683;6788;6789;6790;7301;6793;6794;6795;5260;5261;4751;53904;9874;659;83732;4233;122011;91807;9891;51135;3757;5290;1195;1196;5293;5294;25778;4846;1455;4217;53944;6331;340156;2241;2242;23235;4293;2081;4296;8394;8396;3791;208;1456;2260;2261;166614;2263;8408;5156;57551;2268;10461;55589;389840;388228;6885;3815;9448;8428;238;5871;775;5587;80122;8445;10494;23604;204851;11011;2872;255239;776;25865;778;9943;780;3458;6416;2321;2322;2324;9262;3716;8986;84254;3717;11040;147746;3718;8999;7465;8491;818;814;815;816;817;4914;4915;4916;5598;2185;57144;6196;6197;22848;140609;1859;28996;415116;22858;50488;57172;54101;43;4921;8536;23012;5979;3932;10298;9252;7525;5753;11113;658;100533105;2264;51347;85366;8569;6011;81788;9706;8576;9024;10114;25989;9475;2444;1019;4139;10645;3480;9113;1436;7075;1956;9201;9128;26524;55781;1452;1453;1454;11183;11184;1457;1459;29110;65975;5562;5563;9149;54861;167359;11200;85443;5063;1612;5578;10188;11213;6733;26576;5585;5586;440275;5588;9175;4058;2011;10746;84446;80351;5601;5602;4067;5604;5605;2534;5607;5608;2044;5610;1020;10733;3055;4593;8899;9641;6093;2042;131890;9212;2045;1022;2047,RIOK3;EPHB4;TNIK;CDK16;CDK17;CDK18;SBK3;PLK2;EPHB6;SLK;STK39;RPS6KA6;ABL1;ABL2;MYLK;RIPK1;EPHA6;MAST1;PDGFRB;TNK1;MARK3;AXL;STK17A;MATK;PDPK1;RPS6KA1;CLK4;STK26;RPS6KB1;SRC;INSR;LRRK2;INSRR;MYO3B;STK38;CACNA1S;IRAK1;BTK;SRPK1;DAPK3;SIK1;MAP2K3;DLK1;GRK4;CHEK1;HUNK;PAK6;CDK14;MARK4;STK35;TTK;MELK;MAP3K12;TSSK1B;PTK2;ITK;MAP3K3;MAP3K4;GAK;CHUK;SGK3;BLK;TYK2;CAMK1D;PRKD3;STK3;STK4;AURKA;TYRO3;STK10;STK11;AURKC;PHKG1;PHKG2;NEK2;MYO3A;TLK1;BMPR2;RIOK1;MET;CSNK1A1L;MYLK3;NUAK1;IRAK4;KCNH2;PIK3CA;CLK1;CLK2;PIK3CD;PIK3CG;DSTYK;NOS3;CSNK1G2;MAP3K5;CSNK1G1;SCN5A;MYLK4;FER;FES;SIK2;MAP3K9;ERN1;MAP3K11;PIP5K1A;PIP4K2B;KDR;AKT2;CSNK1G3;FGFR1;FGFR3;DCLK2;FGFR2;ULK1;PDGFRA;TAOK1;FGR;MERTK;BMP2K;MAP3K15;SBK1;MAP3K7;KIT;MAP4K4;STK24;ALK;MAP4K2;CACNA1C;PRKD1;MAP3K19;DYRK2;STK25;DAPK2;HIPK1;TLK2;MKNK2;ANKK1;CACNA1D;PRKD2;CACNA1F;OXSR1;DDR1;IFNG;MAP2K4;FLT1;FLT3;FLT4;STK17B;JAK1;RPS6KA4;CAMKK1;JAK2;PIM2;HIPK4;JAK3;CDKL2;WEE1;MAP4K3;CAMK2G;CAMK4;CAMK2A;CAMK2B;CAMK2D;NTRK1;NTRK2;NTRK3;MAPK7;PTK2B;PAK5;RPS6KA2;RPS6KA3;AAK1;NEK7;DYRK1A;HIPK2;PIM3;ICK;MINK1;CAMK1G;RIPK4;ACHE;DDR2;CAMK1;STK38L;RET;LCK;PAK4;RPS6KA5;YES1;PTK6;CIT;BMPR1B;C8orf44-SGK3;FGFR4;TAOK3;MYLK2;MKNK1;GRK1;NUAK2;ULK2;STK16;BRSK2;HIPK3;ULK3;ROCK2;FRK;CDK4;MARK1;CAMKK2;IGF1R;LATS1;CSF1R;TIE1;EGFR;DCLK1;PRPF4;LATS2;RIOK2;CSNK1A1;CSNK1D;CSNK1E;MAP4K5;MAP4K1;CSNK2A1;CSNK2A2;TBK1;STK33;PRKAA1;PRKAA2;DYRK1B;SNRK;NIM1K;CHEK2;DCLK3;PAK3;DAPK1;PRKCA;TNK2;IRAK3;SRPK2;SRPK3;PKN1;PKN2;EIF2AK4;PRKCQ;MAP3K13;LTK;MARK2;MAP3K2;BRSK1;TNKS2;MAPK9;MAPK10;LYN;MAP2K1;MAP2K2;FYN;MAP2K5;MAP2K6;EPHA5;EIF2AK2;CDK5;PLK4;HCK;MUSK;PRPF4B;IKBKE;ROCK1;EPHA3;GRK7;AURKB;EPHA7;CDK7;EPHB1
CLOUD072,Spironolactone,8856;5914;7068;2908;2737;2099;1588;2101;2100;3553;55244;4306;5467;5468;55775;4193;4194;367;9970;9971;7157;5241;5243,NR1I2;RARA;THRB;NR3C1;GLI3;ESR1;CYP19A1;ESRRA;ESR2;IL1B;SLC47A1;NR3C2;PPARD;PPARG;TDP1;MDM2;MDM4;AR;NR1I3;NR1H4;TP53;PGR;ABCB1
CLOUD073,Sildenafil,134;135;11309;5136;5137;5139;5140;5141;5142;5143;5144;5145;5146;5147;5148;5149;5150;5152;5153;1576;3757;10057;28234;8654;10846;5158;10257;50940,ADORA1;ADORA2A;SLCO2B1;PDE1A;PDE1C;PDE3A;PDE3B;PDE4A;PDE4B;PDE4C;PDE4D;PDE6A;PDE6C;PDE6D;PDE6G;PDE6H;PDE7A;PDE9A;PDE1B;CYP3A4;KCNH2;ABCC5;SLCO1B3;PDE5A;PDE10A;PDE6B;ABCC4;PDE11A
CLOUD074,Trioxsalen,135;1544;367;1576;9970;3358,ADORA2A;CYP1A2;AR;CYP3A4;NR1I3;HTR2C
CLOUD075,Acarbose,,
CLOUD076,Entacapone,1312;51426;9734;3315;4780;367;3091;7157,COMT;POLK;HDAC9;HSPB1;NFE2L2;AR;HIF1A;TP53
CLOUD077,Digitoxin,6531;10392;4886;4887;353189;8743;2908;79915;4780;3630;5725;688;2099;2101;65975;55775;3553;7253;3417;476;477;478;351;480;481;482;483;486;51053;367;7153;9970;7155;7157;6774;4088;64127,SLC6A3;NOD1;NPY1R;NPY2R;SLCO4C1;TNFSF10;NR3C1;ATAD5;NFE2L2;INS;PTBP1;KLF5;ESR1;ESRRA;STK33;TDP1;IL1B;TSHR;IDH1;ATP1A1;ATP1A2;ATP1A3;APP;ATP1A4;ATP1B1;ATP1B2;ATP1B3;FXYD2;GMNN;AR;TOP2A;NR1I3;TOP2B;TP53;STAT3;SMAD3;NOD2
CLOUD078,Zalcitabine,7852;5423;213;5594;55775;1813,CXCR4;POLB;ALB;MAPK1;TDP1;DRD2
CLOUD079,Milrinone,6401;8654;5138;5139;5141;5142;5143;5144;5140;5742;7253;55775,SELE;PDE5A;PDE2A;PDE3A;PDE4A;PDE4B;PDE4C;PDE4D;PDE3B;PTGS1;TSHR;TDP1
CLOUD080,Acitretin,10242;5347;7941;7398;8647;4137;389816;51053;11069;2099;7157;3779;2648;1588;27345;7421,KCNMB2;PLK1;PLA2G7;USP1;ABCB11;MAPT;LRRC26;GMNN;RAPGEF4;ESR1;TP53;KCNMB1;KAT2A;CYP19A1;KCNMB4;VDR
CLOUD081,Azithromycin,2737;1544;1559;1576;1557;1565,GLI3;CYP1A2;CYP2C9;CYP3A4;CYP2C19;CYP2D6
